"additional_information","address","agency_id","ages_served","borough","brief_description","building_floor_suite","city","free","genders_served","hours_friday","hours_monday","hours_saturday","hours_sunday","hours_thursday","hours_tuesday","hours_wednesday","intake","low_cost","medicaid","medicare","other_insurances","phone_number","required_documents","site_id","site_languages","site_name","sliding_fee","state","website","zip_code"
,"399 Atlantic Ave","Helpers Ministries International Church",,"BROOKLYN",,,"Brooklyn","FALSE",,,,,,,,,,"FALSE",,,,"(718) 858-9733",,"719",,"Helpers Ministries International Church",,"NY",,"11217"
,,"The Trustees of Columbia University in the City of New York",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"440",,"The Trustees of Columbia University in the City of New York",,,,
,"91-20 Atlantic Avenue","MediSys Ozone Park and Senior Health Center Clinic",,"QUEENS",,,"OZONE PARK","TRUE",,"8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 5:00 PM","CLOSED","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM","8:30 AM - 7:00 PM",,"FALSE",,,,"(718) 641-8207",,"137",,"MediSys Ozone Park and Senior Health Center Clinic",,"NY",,"11416"
,"833 Gardner C. Taylor Boulevard","Concord Baptist Church of Christ",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,,,"748",,"Concord Baptist Church of Christ",,"NY",,"11216"
,,"Red Hook Initiative",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"420",,"Red Hook Initiative",,,,
,"33-16 108th Street","Elmcor Youth & Adult Activities",,"QUEENS",,,"QUEENS","FALSE",,,,,,,,,,"FALSE",,,,"718-651-0096",,"610",,"Elmcor Youth & Adult Activities",,"NY","http://www.elmcor.org/","11368"
,"515 Greenwich Street","Aid for AIDS","18 and over.","MANHATTAN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","Suite 506","NEW YORK","TRUE","All","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(212) 337-8043","Photo ID Necessary","321","English, Spanish","Aid for AIDS",,"NY","http://aidforaids.org/new-york/","10013"
,"1380 Linden Boulevard","Brookdale University Hospital and Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 240-5071",,"32",,"Brookdale Family Care Center - Bristol",,"NY","http://www.brookdalehospital.org/facilities/family-care-centers/bfcc-bristol.html","11212"
,"317 E. 17th Street","Mount Sinai Health System","18 and over.","MANHATTAN","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.","1st Floor Fierman Hall","NEW YORK","TRUE","All","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment preferred","FALSE",,,,"(212) 420-2620","None","516","English and Spanish, plus Telephone translation for other languages","Mount Sinai - Beth Israel: Peter Krueger Clinic",,"NY",,"10003"
,"121A West 20th Street","VillageCare","18 and over.","MANHATTAN",,,"NEW YORK","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Appointment required","FALSE",,,,"(212) 337-9271",,"231",,"Village Care Coordination",,"NY","http://www.villagecare.org","10011"
,"208 W 13 St","The Center",,"MANHATTAN",,,"Manhattan","FALSE",,,,,,,,,,"FALSE",,,,"212.620.7310",,"790",,"The Lesbian, Gay, Bisexual and Transgender Community Center",,"NY","https://gaycenter.org/","10011"
,,"Ali Forney Center",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,"(212) 206-0574",,"567",,"Ali Forney Day Center",,,"http://www.aliforneycenter.org/",
,"439 Port Richmond Avenue","Community Health Center of Richmond","13+. No parental consent required.","STATEN ISLAND","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"STATEN ISLAND","TRUE","All","8am-5pm","8am-5pm",,,"8am-5pm","8am-5pm","8am-5pm","Appointment preferred","FALSE",,,,"(718) 876-1732","Photo ID required.","751","English, Spanish, French Creole, Hindi","439 Port Richmond Avenue",,"NY","chcrichmond.org","10302"
,"5616 6th Avenue","NYU Lutheran Medical Center","13 and over. Parental consent not required.","BROOKLYN",,,"BROOKLYN","TRUE",,"9:00 AM - 11:30 AM","CLOSED","CLOSED","CLOSED","8:30 AM -5:30 PM","CLOSED","8:30 AM -5:30 PM","Walk-ins welcome","FALSE",,,,"(718) 439-5440","Personal ID is required.","127",,"Lutheran Medical Center - Family Physician Family Health Center",,"NY",,"11220"
,"540 Atlantic Avenue","Gay Men of African Descent","16 and over. No parental consent required.","BROOKLYN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","Lower Level","BROOKLYN","TRUE","All","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","CLOSED","CLOSED","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","10:00 AM - 6:00 PM","Walk-ins welcome","FALSE",,,,"(718) 222-6300",,"86","English","Gay Men of African Descent",,"NY","gmad.org","11217"
,"25 East 183rd Street","Morris Heights Health Center","13 and over. Parental consent not required.","BRONX",,,"BRONX","TRUE",,"8:30 - AM - 5:00 PM","8:30 AM - 6:30 PM","CLOSED","CLOSED","8:30 - AM - 5:00 PM","8:30 - AM - 5:00 PM","8:30 - AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 839-8900","Personal ID is not required but may allow quicker access to services.","164","French, Spanish","MHHC Walton",,"NY","http://www.mhhc.org/locations/mhhc-at-walton-avenue/","10453"
,"235 Port Richmond Avenue","Community Health Center of Richmond","13+. No parental consent required.","STATEN ISLAND","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"STATEN ISLAND","TRUE","Yes","8:30am-4:30pm","8:30am-8:30pm","8:30am-12:30pm",,"8:30am-10pm","8:30am-10pm","8:30am-8:30pm","Appointment preferred","FALSE",,,,"(718) 876-1732","Photo ID required.","345","English, Spanish, French Creole, Hindi","Community Health Center of Richmond",,"NY","chcrichmond.org","10302"
,"150 55th Street","NYU Lutheran Medical Center","13 and over. Parental consent not required.","BROOKLYN",,,"BROOKLYN","TRUE",,"8:30 AM - 5:00 PM","8:30 AM - 8:30 PM","9:00 AM - 5:00 PM","CLOSED","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","Walk-ins welcome","FALSE",,,,"(718) 630-7095","Personal ID is not required but may allow quicker access to services.","131",,"Lutheran Medical Center",,"NY",,"11220"
,"144 West 131st Street","Friendship Baptist Church",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 281-0600",,"363",,"Friendship Baptist Church",,"NY",,"10027"
,"56-45 Main Street","New York Presbyterian Hospital",,"QUEENS",,,"FLUSHING","FALSE",,,,,,,,,,"FALSE",,,,"718-670-2000",,"575",,"NYP - New York Hospital Queens",,"NY","www.nyhq.org","11355"
,"260 East 188th Street","Union Community Health Center","13 and over. Parental consent not required.","BRONX",,"3rd Floor","BRONX","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 220-2020","Personal ID is not required but may allow quicker access to services.","225",,"Union Community Health Center at 188th Street","Yes","NY",,"10458"
,"106-38 150th Street","Restfull Nights Corporation",,"QUEENS",,,"Queens","FALSE",,,,,,,,,,"FALSE",,,,"718-291-4600",,"788",,"Restfull Nights Corporation",,"NY",,"11435"
,"150D Richmond Terrace","Project Hospitality","18 and over.","STATEN ISLAND","Can call any weekday 9-5 to schedule testing, but testing only occurs on Tuesday and Thursday; Quick linkage to medical services",,"STATEN ISLAND","TRUE",,"9:00am- 5:00pm","9:00am- 5:00pm",,,"9:00am- 5:00pm","9:00am- 5:00pm","9:00am- 5:00pm","Walk-ins welcome","FALSE",,,,"(718) 815-0800",,"2","English, Spanish","Project Hospitality- SHINE Center",,"NY","www.projecthospitality.org","10301"
,,"NYC DOHMH TB Control",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"776",,"NYC DOHMH TB Control",,,,
,"2900 Bedford Avenue","The City University of New York",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 951-5000",,"578",,"Brooklyn College",,"NY","http://www.brooklyn.cuny.edu/web/home.php","11210"
,"528 Prospect Place","Interfaith Medical Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 613-6800",,"108",,"Interfaith Medical Center - Bishop Orris G. Walker",,"NY",,"11238"
,"514 49th Street","NYU Lutheran Medical Center","13 and up","BROOKLYN","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","All","9:00 AM - 7:00 PM","9:00 AM - 7:00 PM","CLOSED","CLOSED","9:00 AM - 7:00 PM","9:00 AM - 7:00 PM","9:00 AM - 7:00 PMM","Appointment preferred","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 431-2612",,"124","Arabic, Chinese, English, Russian, Spanish","Lutheran Family Health Centers Sunset Terrace Care Coordination","Yes","NY","http://www.lutheranmedicalcenter.com","11220"
,"360 East 193rd Street","Montefiore Medical Center","18 and over.","BRONX",,,"BRONX","TRUE",,"8:00 AM - 4:00 PM","8:30 AM - 7:00 PM","CLOSED","CLOSED","8:00 AM - 4:00 PM","8:00 AM - 4:00 PM","8:30 AM - 7:00 PM","Walk-ins welcome","FALSE",,,,"(718) 933-2400","Personal ID is not required but may allow quicker access to services.","151","Spanish","Montefiore Family Health Center - East 193rd",,"NY",,"10458"
,"180 Fort Washington Avenue","New York Presbyterian Hospital","Not for testing, consent required for care","MANHATTAN",,"6th floor","NEW YORK","TRUE",,"8:30 AM - 4:00PM","8:30 AM - 4:00PM","CLOSED","CLOSED","8:30 AM - 4:00PM","8:30 AM - 4:00PM","8:30 AM - 4:00PM","Walk-ins welcome","FALSE","Yes",,"Some insurances accepted, copay may be applied","(212) 342-1687",,"177","English/Spanish onsite","NYP/Columbia University Medical Center - Harkness Pavillion","Yes","NY",,"10032"
,"37-19 33rd St.","Narco Freedom",,"QUEENS",,,"LONG ISLAND CITY","FALSE",,,,,,,,,,"FALSE",,,,,,"556",,"Narco Freedom - 33rd St.",,"NY",,"11101"
,"80 4th Ave","Vocal-NY",,"BROOKLYN",,,"Brooklyn","FALSE",,,,,,,,,,"FALSE",,,,"(718) 802-9540",,"501",,"Vocal-NY",,"NY",,"11217"
,"6317 4th Avenue","NYU Lutheran Medical Center","All ages. Parental consent not required.","BROOKLYN",,,"BROOKLYN","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","10:00 AM - 8:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 907-8100","Personal ID is not required but may allow quicker access to services.","722",,"Lutheran Medical Center - Park Ridge Family Health Center","Yes","NY",,"11220"
,"41-43 Crescent Street","The Floating Hospital",,"QUEENS","Testing only offered to established patients",,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(718) 784-2240 ext 107",,"463",,"The Floating Hospital Crescent Street Health",,"NY","http://www.thefloatinghospital.org/","11101"
,"1065 Southern Boulevard","Urban Health Plan","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","8:00 AM - 5:00 PM","11:00 AM - 3:00 PM","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","8:00 AM - 7:00 PM","Walk-ins welcome","FALSE",,,,"(718) 589-2440","Photo ID and insurance card are required. If uninsured, sliding fee scale is available.","229",,"Urban Health Plan El Nuevo San Juan Health Center - MAIN","Yes","NY",,"10459"
,,"SUNY Downstate Medical Center Suny Downstate Medical Center",,"STATEN ISLAND",,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"830",,"SUNY Downstate Medical Center -Staten Island",,,,
,"300 E 175th St","ACACIA Network ed for Community Empowerment",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"718-299-1100",,"316",,"ACACIA Network",,"NY","http://www.acacianetwork.org/","10457"
,"205 8th Avenue","Walgreens/Duane Reade","18 years +","MANHATTAN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"NEW YORK","TRUE","All","CLOSED","2:30 PM- 6:00 PM","CLOSED","CLOSED","2:30 PM- 6:00 PM","2:30 PM- 6:00 PM","2:30 PM- 6:00 PM","Walk-ins welcome","FALSE",,,,"(212) 691-9050","Photo ID","752","English, Spanish","Walgreens-Community Pharmacy Walgreens",,"NY",,"10011"
,"8506 167th Street","Healthy Latino Community",,"QUEENS",,,"JAMAICA","FALSE",,,,,,,,,,"FALSE",,,,"(347) 752-0852",,"369",,"Healthy Latino Community",,"NY",,"11432"
,"514 49th Street","NYU Lutheran Medical Center","13 and over. Parental consent not required.","BROOKLYN",,,"BROOKLYN","TRUE",,"9:00 AM - 4:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 431-2645","Personal ID is not required but may allow quicker access to services.","133","Chinese - Mandarin, Haitian Creole, Spanish","Lutheran Medical Center - Sunset Terrace Family Health Center",,"NY",,"11220"
,"224 West 29th Street","GMHC","18+","MANHATTAN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.","Ground floor","NEW YORK","TRUE","Yes","12:30pm-7pm","9:30am-4:30pm",,,"9:30am-4pm*","9:30am-4:30pm","9:30am-12:30pm; 2:30pm-4:30pm","Walk-ins welcome","FALSE",,,,"(212)367-1100","None","87","English, Spanish","GMHC",,"NY","gmhc.org","10001"
,"3510 Bainbridge Ave S","Unique People Services",,"BRONX",,"3","Bronx","FALSE",,,,,,,,,,"FALSE",,,,,,"823",,"Unique People Services",,"NY","http://www.uniquepeopleservices.org/","10467"
,"189 East 161 Street","Mayor's Office",,"BRONX",,"2nd Floor","BRONX","FALSE",,,,,,,,,,"FALSE",,,,"212-639-9675; 311; 911",,"765",,"NYC Family Justice Center",,"NY","www.nyc.gob/domesticviolence","10451"
,"295 Flatbush Avenue Extension","MIC Women's Health Center","13 and over. Parental consent not required.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.","3rd Floor","BROOKLYN","TRUE","All","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","CLOSED","CLOSED","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","Walk-ins welcome","TRUE",,,,"718-522-1144","Personal ID is not required but may allow quicker access to services","139","Spanish and Translator line (all languages welcome)","MIC Women's Health Center--Fort Greene",,"NY",,"11201"
,"555 Broome Street","The Door","13 to 19.","MANHATTAN",,,"NEW YORK","TRUE",,"11:00 AM - 6:45 PM","12:00 PM - 7:15 PM","CLOSED","CLOSED","12:00 PM - 6:45 PM","2:00 PM - 7:15 PM",,"Appointment preferred","TRUE",,,,"(212) 453-0222",,"218","French, Spanish","The Door",,"NY",,"10013"
,"3424 Kossuth Avenue","HHC North Central Bronx Hospital","13 to 19.","BRONX",,,"BRONX","TRUE",,"9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","CLOSED","CLOSED","9:00 AM - 4:00 PM","11:00 AM - 6:00 PM","9:00 AM - 4:00 PM",,"TRUE",,,,"(718) 918-5700",,"651",,"HHC North Central Bronx Hospital - Teens",,"NY",,"10467"
,"57 Bay Street","North Shore LIJ",,"STATEN ISLAND",,,"STATEN ISLAND","FALSE",,,,,,,,,,"FALSE",,,,"(718) 226-6700",,"208",,"Staten Island University Hospital Bay Street Health Center Teen Risk Assessment Program",,"NY",,"10301"
,,"CB District Manager",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"342",,"CB District Manager",,,,
,"15 Maiden Lane","HIV Law Project",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 577-3001",,"373",,"HIV Law Project",,"NY",,"10038"
,"224 West 35th Street","Ali Forney Center",,"MANHATTAN",,"15th Floor","NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 222-3427",,"326",,"Ali Forney Center - Main HQ",,"NY","http://www.aliforneycenter.org/","10001"
,,"Mayor's Office",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"690",,"Mayor's Office",,,,
,"2739 3rd Avenue","Bronx - Lebanon Hospital Center","13 to 19.","BRONX",,,"BRONX","TRUE",,"8:00 AM- 12:00 PM","9:00 AM- 4:00 PM","CLOSED","CLOSED","9:00 AM - 4:00 PM","9:00 AM- 4:00 PM, 6:30 PM - 8:00 PM","9:00 AM - 4:00 PM","Appointments preferred","TRUE",,,,"(718) 838-1016","No ID necessary.","6","Spanish","Adolescent and Young Adult Health Program Bronx Care MLK Jr. Health Center",,"NY","http://www.bronxcare.org/","10451"
,"434 West 33rd Street","Planned Parenthood Federation of America (Global Central Office)",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 541-7800",,"547",,"Planned Parenthood Federation of America",,"NY","http://www.plannedparenthood.org","10001"
,"295 Flatbush Avenue Extension","NYC DOHMH STD Control","13 and over.","BROOKLYN","C	linic offering HIV testing and other medical services. Information subject to change. Please call ahead.","2nd Floor","BROOKLYN","TRUE",,"8:30 AM - 3:30 PM","CLOSED","8:30 AM - 3:30 PM","CLOSED","8:30 AM - 3:30 PM","8:30 AM - 3:30 PM","8:30 AM - 3:30 PM","Walk-ins welcome","TRUE",,,,"N/A",,"82","English","Fort Greene STD Clinic",,"NY",,"11201"
,,"The Nigerian LGBT Community in New York City",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"591",,"The Nigerian LGBT Community in New York City",,,,
,"1432 W. 118th St.","Children's Aid Society","Newborns to age 21.","MANHATTAN","Community Based Organization offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"NEW YORK","TRUE","All","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","11:00 AM - 7:00 PM","11:00 AM - 7:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","TRUE","Yes",,,"212-369-8339","Photo ID","670","English, Spanish","Chidlren's Aid Society - Milbank Health Services","Yes","NY","www.childrensaidsociety.org","10026"
,,"SUNY Downstate Medical Center Suny Downstate Medical Center",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"441",,"THEO- SUNY Downstate Medical Center Adolescent Education Program",,,,
,"441 Convent Avenue","Africa Redemption Alliance International",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212) 862-9010",,"318",,"Africa Redemption Alliance International",,"NY",,"10031"
,,"End AIDS Now!",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"613",,"End AIDS now!",,,,
,"145 WEST 15TH STREET","Puerto Rican Family Institute",,"MANHATTAN",,,"NEW YORK","FALSE",,,,,,,,,,"FALSE",,,,"(212)924-6320",,"416",,"Puerto Rican Family Institute",,"NY",,"10011"
,"3018 Colden Ave","Office of Dr. Arthur Hall",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 652-6206",,"483",,"Office of Dr. Arthur Hall",,"NY",,"10455"
,"650 Ashford St.","Brownsville Multi-Service Family Health Center","13 and over. Parental consent not required.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","FALSE","All","8:30 AM - 4:00 PM","8:30 AM - 7:00 PM","CLOSED","CLOSED","8:30 AM - 7:00 PM","8:30 AM - 4:00 PM","8:30 AM - 4:00 PM","Walk-ins welcome","TRUE","Yes","Yes","Most insurances accepted, copay may be applied","(718) 345-5000 ext. 1805","Photo ID and proof of address. Documentation for payment may be required.","672","English, Spanish, Haitian Creole","Brownsville Multi-Service Family Health Center - Ashford","Yes","NY","www.bmsfhc.wix.com/bms-family-health","11207"
,"165 East Burnside Avenue","Soundview","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"8:30 AM - 5:30 PM","8:30 AM - 5:30 PM","8:30 AM - 1:00 PM","CLOSED","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","8:30 AM - 8:30 PM","Walk-ins welcome","FALSE",,,,"(718) 563-0003","Personal ID is not required but may allow quicker access to services.","654",,"Soundview Burnside Medical Center","Yes","NY",,"10453"
,,"Bronx Clergy Task Force",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"336",,"Bronx Clergy Task Force",,,"https://www.facebook.com/pages/Bronx-Clergy-Task-Force/47372058111",
,"3765 White Plains Road","NYC Faith in Action",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"212-561-1787",,"404",,"NYC Faith in Action",,"NY",,"10467"
,"600 W 168th Street","NYC DOHMH",,"MANHATTAN",,,"NEW YORK","TRUE",,"CLOSED","8:30 AM - 5:00 PM","CLOSED","CLOSED","CLOSED","8:30 AM - 5:00 PM","CLOSED","Appointment required","FALSE",,,,"(212) 602-4500",,"234",,"Washington Heights Chest Center Clinic",,"NY",,"10032"
,"1873 Eastern Parkway","MIC Women's Health Center","13 and over. Parental consent not required.","BROOKLYN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE",,"9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","CLOSED","CLOSED","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","9:00 AM- 5:00 PM","Walk-ins welcome","TRUE",,,,"718-498-1001","Personal ID is not required but may allow quicker access to services","755","Spanish and Translator line (all languages welcome)","MIC Women's Health Center- Eastern Parkway",,"NY",,"11233"
,"105 West 188th Street","Montefiore Medical Center","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"8:00 AM - 5:00 PM","8:00 AM - 7:00 PM","CLOSED","CLOSED","8:00 AM - 7:00 PM","8:00 AM - 6:00 PM","8:00 AM - 6:00 PM","Walk-ins welcome","FALSE",,,,"(718) 563-0757","Personal ID is not required but may allow quicker access to services.","158",,"Montefiore University Avenue Family Practice","Yes","NY",,"10468"
,"105 Court Street","South Brooklyn Legal Services",,"BROOKLYN",,,"Brooklyn","FALSE",,,,,,,,,,"FALSE",,,,"(718) 237-5571",,"826",,"South Brooklyn Legal Services",,"NY",,"11201"
,"777-779 Schenectady Avenue","Christian Fellowship Seventh-day Adventist Church",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 469-2050",,"711",,"Christian Fellowship Seventh-day Adventist Church",,"NY","http://www.christianfellowshipsda.org/","11203"
,"400 Broadway","APICHA Community Health Center","18 and over.","MANHATTAN","Community Health Center offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"NEW YORK","TRUE","All","10:00 AM - 4:30 PM","10:00 AM - 4:30 PM","CLOSED","CLOSED","10:00 AM - 4:30 PM","10:00 AM - 4:30 PM","12:00 PM - 6:30 PM","Appointment preferred","FALSE",,,,"866-274-2429",,"14","English, Spanish, Mandarin, Cantonese","APICHA Community Health Center",,"NY","https://apicha.org","10013"
,"493 Nostrand Avenue","The Family Center",,"BROOKLYN",,,"BROOKLYN","FALSE",,,,,,,,,,"FALSE",,,,"(718) 230-1379",,"356",,"The Family Center",,"NY",,"11216"
,"1854 Amsterdam Ave","St. Luke A.M.E. Church",,"MANHATTAN",,"302","New York","FALSE",,,,,,,,,,"FALSE",,,,"212-870-1300",,"808",,"St. Luke A.M.E. Church",,"NY","http://www.stlukeameharlem.org/index.php/ministries","10031"
,"50 East 168th Street","The Institute for Family Health","13 and over. Parental consent not required.","BRONX",,"Lower Level","BRONX","TRUE",,"8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","2nd and 4th Saturdays, 8:30 AM - 5:30 PM","CLOSED","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","8:30 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 293-3900","Personal ID is not required but may allow quicker access to services.","101","Spanish","IFH Urban Horizons Family Health Center",,"NY",,"10452"
,"86-50 78th St.","Woodhaven JAME Masjid",,,,,"WOODHAVEN","FALSE",,,,,,,,,,"FALSE",,,,,,"761",,"Woodhaven JAME Masjid",,"NY",,"11421"
,"1130 Grand Concourse","BronxWorks",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 508-3049",,"29",,"BronxWorks HIV Prevention for Adolescents",,"NY","http://www.bronxworks.org/","10456"
,"3320 Rochambeau Avenue","Montefiore Medical Center","6 and over. Parental consent not required for ages 13 and over.","BRONX",,,"BRONX","FALSE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 920-6333","Personal ID is not required but may allow quicker access to services.","161","French","Montefiore Women's Center","Yes","NY",,"10467"
,"1300 Morris Park Avenue","Albert Einstein College of Medicine",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,"(718) 430-2000",,"552",,"Albert Einstein College of Medicine",,"NY","http://www.einstein.yu.edu/","10461"
,"1 Fordham Plaza","Montefiore Medical Center","13 and over. Parental consent not required.","BRONX",,,"BRONX","FALSE",,"7:30 AM - 5:00 PM","7:30 AM - 6:00 PM","CLOSED","CLOSED","7:30 AM - 5:00 PM","7:30 AM - 5:00 PM","7:30 AM - 6:00 PM","Walk-ins welcome","FALSE",,,,"(718) 405-4010","Personal ID is not required but may allow quicker access to services.","152",,"Montefiore Fordham Family Practice","Yes","NY",,"10458"
,"2222 Church Avenue","Brooklyn Hospital Center","13 and over. Parental consent not required.","BROOKLYN","Hospital offering HIV testing and other medical services. Information subject to change. Please call ahead.",,"BROOKLYN","TRUE","All","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","CLOSED","CLOSED","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","9:00 AM - 4:00 PM","Walk-ins welcome","FALSE",,,,"(718) 826-5626",,"39","English, Spanish, Haitian Creole, Bangla","Brooklyn Hospital Center - Path Center - Church Avenue",,"NY","www.tbh.org","11226"
,"1776 Clay Avenue","Promesa","15 and over. Parental consent not required.","BRONX",,,"BRONX","TRUE",,"9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","CLOSED","CLOSED","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","9:00 AM - 5:00 PM","Walk-ins welcome","FALSE",,,,"(718) 299-1100","Personal ID is not required but may allow quicker access to services.","193",,"Promesa",,"NY",,"10457"
,"6 MetroTech Center","New York University",,"BROOKLYN",,"ROG-B020",,"FALSE",,,,,,,,,,"FALSE",,,,"646-997-3456",,"815",,"New York University Student Health Center - Brooklyn",,,,"11201"
,"401 East 147th Street","Narco Freedom",,"BRONX",,,"BRONX","FALSE",,,,,,,,,,"FALSE",,,,,,"558",,"Narco Freedom - East 147th St.",,"NY",,"10455"
,,"Treatment Action Group",,,,,,"FALSE",,,,,,,,,,"FALSE",,,,,,"618",,"Treatment Action Group",,,,
